Days,Show (MG8),Media Views,Play Duration - Decimal (minutes),Media Views
2020-12-27,Miséricorde,4,87,4
2021-02-11,«Einstein» im Krisengebiet – Wir helfen; was bringt’s?,4,87,4
2020-12-12,Menschen im Winter,4,87,4
2020-12-21,Un divorce; et deux pauvres ?,4,86,4
2021-03-24,Ondes de choc - Sirius,4,86,4
2020-11-19,NETZ NATUR - Unsere Verwandten im Wasser,4,86,4
2021-02-14,La via del vento,4,86,4
2021-03-06,Cronofobia,4,86,4
2020-12-06,DOK: Schweizer Erfolgsgeschichten,4,86,4
2021-01-05,Die Wahrheit hinter der Bewegung – warum Sport so wichtig ist,4,86,4
2021-01-25,In cammino sulla Via Idra,4,86,4
2020-12-08,Les dessus du Gothard,4,86,4
2021-02-01,Alles fuhr Ski,4,86,4
2021-03-06,Digiunare è meglio,4,86,4
2021-02-02,Dietro le quinte del lusso,4,86,4
2021-01-13,Cuntrasts - Igl rutsch,4,86,4
2021-03-13,Cuntrasts - La plevonessa illegala,4,86,4
2021-03-01,Weniger ist mehr,4,86,4
2021-02-17,Gutachter des Bösen – Die Ära Frank Urbaniok,4,86,4
2020-12-05,«Wie oberflächlich!» – von der Inszenierung unserer Erscheinung,4,86,4
2021-03-09,NETZ NATUR - Rehbock; ledig; sucht...,4,86,4
2021-01-14,Giovanni Segantini - Magie des Lichts,4,86,4
2021-01-25,Fruits et légumes trop pauvres en micronutriments : attention carences,4,86,4
2020-12-03,Blenio; Utah,4,86,4
2021-03-18,Bauchspeicheldrüsenkrebs: Der unsichtbare Killer,4,86,4
2021-01-30,Späte Liebe,4,86,4
2020-12-13,Delamuraz,4,86,4
2021-03-07,Les évangéliques à la conquête du pouvoir,4,85,4
2020-12-09,Stöffitown,4,85,4
2021-02-16,Grauzone,4,85,4
2021-03-14,Das Geheimnis im Bodensee,4,85,4
2020-12-22,CROM,4,85,4
2020-11-26,Cuntrasts - Nos Alberto,4,85,4
2021-02-11,Bonhomme de chemin,4,85,4
2020-12-29,Die Wahrheit hinter der Bewegung – warum Sport so wichtig ist,4,85,4
2021-01-31,Innocenza,4,85,4
2021-01-19,Exit: le droit de mourir,4,85,4
2021-02-07,Ambassade,4,85,4
2020-12-03,Generation «Selfie»,4,85,4
2020-12-02,Une enfance crucifiée,4,85,4
2021-01-09,Exit: le droit de mourir,4,85,4
2021-02-13,Miséricorde,4,85,4
2020-11-22,Einstein - Wut – eine Emotion bestimmt unsere Gesellschaft,4,85,4
2021-01-14,Surendettés; et si demain c était vous ?,4,85,4
2021-01-24,Les nouveaux vétérinaires,4,85,4
2020-12-29,Les années de Pèlerinage - Deuxième année (Italie),4,85,4
2020-12-24,Iruka Muzungu,4,85,4
2021-01-26,Boys Are Us,4,85,4
2021-02-10,Abenteuer Moscow,4,85,4
2020-12-09,La droga dello stupro,4,85,4
2021-02-21,Cuntrasts - Nos Alberto,4,85,4
2021-03-14,Madame,4,85,4
2021-03-13,Cuntrasts - Cun palutta e furtga - Il project Rebecca Clipath,4,85,4
2021-01-24,Cryothérapie et plongée en eau froide,4,85,4
2021-01-22,Allenati poco; dimagrisci molto,4,84,4
2021-02-07,Le poison : le crime de Maracon,4,84,4
2020-12-18,San Gottardo,4,84,4
2021-02-06,War der erste Mensch ein Europäer?,4,84,4
2021-02-28,L homme qui maîtrisait le temps,4,84,4
2021-02-11,Mais im Bundeshuus,4,84,4
2021-02-08,Plus chauds que le climat,4,84,4
2021-01-26,Kriminalfälle Sélection - Das Attentat von Zug,4,84,4
2021-03-01,Die Geschichte des Meckerns,4,84,4
2021-01-23,Jihad inside,4,84,4
2021-02-23,Moon Race 2.0 – Das Rennen zum Mond damals und heute,4,84,4
2021-02-05,Die Spur der Schlange - Auf der Suche nach den Nazi-Milliarden,4,84,4
2021-01-02,La via del vento,4,84,4
2021-01-29,Biodiversität in Gefahr – Was tun?,4,84,4
2021-01-09,Les nouveaux vétérinaires,4,84,4
2020-12-10,Blenio; Utah,4,84,4
2021-03-11,Die Skilehrer,4,84,4
2021-02-05,Io sono una sirena,4,84,4
2021-01-11,Countdown St. Moritz,4,84,4
2020-12-23,Dick Marty; un grido per la giustizia,4,84,4
2021-02-09,Miséricorde,4,84,4
2020-12-25,Purple Nights a Val,4,84,4
2021-01-22,Hombi; la tête dans les nuages,4,84,4
2020-12-06,8x15 - BScene Festival Basel 2017,4,84,4
2021-02-28,Il était une fois Crans-Montana,4,84,4
2021-02-24,Un autre homme,4,84,4
2021-03-12,In cammino sulla Via Idra,4,84,4
2021-02-18,Space Tourists,4,84,4
2020-11-12,Quand la police devine le crime,4,84,4
2021-03-20,Atterrissage forcé,4,84,4
2020-11-11,Le coutelier aux doigts d’or,4,84,4
2021-01-13,Cuntrasts - Fenga – sur il pass (2/2),4,84,4
2021-03-19,Die Schweizer Geheimarmee P-26,4,84,4
2021-02-11,Jihad inside,4,84,4
2020-12-31,Ti sfamo strano,4,84,4
2020-12-22,Profit oder Leben? – Wenn das Gesundheitswesen an die Grenze geht,4,84,4
2021-02-12,Mein anderes China,4,84,4
2020-12-12,Innocenza,4,84,4
2020-11-24,Le goût de l’interdit,4,84,4
2021-03-25,Die Affäre Meili,4,83,4
2021-01-25,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,4,83,4
2020-12-25,Cuntrasts - La plevonessa illegala,4,83,4
2021-02-17,Almost there,4,83,4
2021-02-13,Cure – Das Leben einer Anderen,4,83,4
2021-01-12,Dans les entrailles de la bête,4,83,4
2021-01-29,Claude Marthaler; embrasser la terre,4,83,4
2021-02-16,Almost there,4,83,4
2020-12-23,Ours; simplement sauvage,4,83,4
2021-01-08,Echte Tierhelden,4,83,4
2021-03-04,Costa Rica grandeur nature !,4,83,4
2020-11-20,Ukraine; les combattantes du Donbass,4,83,4
2020-12-29,Lewis; l île ivre de vent,4,83,4
2021-02-18,Lewis; l île ivre de vent,4,83,4
2021-03-17,Das Geheimnis im Bodensee,4,83,4
2021-03-02,La rançon de la gloire,4,83,4
2020-11-09,Comme des voleurs,4,83,4
2021-03-13,Les ailes de Patagonie,4,83,4
2020-11-09,8x15 - Kammgarn Schaffhausen 2017,4,83,4
2021-01-12,die die Schweiz bewegten - Mord im Hafturlaub,4,83,4
2020-11-18,Almost there,4,83,4
2021-02-26,Clara und das Geheimnis der Bären,4,83,4
2021-02-16,Innocenza,4,83,4
2020-12-31,Les nouveaux vétérinaires,4,83,4
2020-12-04,Il était une fois Crans-Montana,4,83,4
2021-02-23,Paléo - Vegan : le choc des régimes,4,83,4
2020-12-25,Les évangéliques à la conquête du pouvoir,4,83,4
2021-03-24,Le vénérable W.,4,83,4
2020-12-12,Trop de propreté; c’est risqué,4,83,4
2021-02-22,5G – Chancen und Risiken,4,83,4
2021-02-22,NETZ NATUR - Wölfe,4,83,4
2021-02-26,Sleepless in New York,4,83,4
2020-12-28,Silvio Giobellina; du bob et du bonheur,4,83,4
2020-12-13,Les nouveaux vétérinaires,4,83,4
2021-01-07,Sur la piste des damnés de Daesh,4,83,4
2020-12-20,La droga dello stupro,4,83,4
2020-12-29,NETZ NATUR - Der Sinn des Lebens,4,83,4
2021-02-25,One More Jump,4,83,4
2020-12-23,L incroyable supercherie de la navette spatiale suisse,4,83,4
2021-01-18,Les dames,4,82,4
2021-03-05,Sur tous les fronts avec le CICR,4,82,4
2021-01-25,Un autre pain est possible,4,82,4
2020-12-18,Petits machos,4,82,4
2021-02-10,Die Affäre Conradi,4,82,4
2021-01-19,Paléo - Vegan : le choc des régimes,4,82,4
2021-02-10,Que savez-vous du clitoris ?,4,82,4
2021-03-11,Crans-Montana 1987; l’épopée des héros,4,82,4
2020-12-13,La Forteresse,4,82,4
2020-12-09,Katzen und ihre Menschen,4,82,4
2021-03-11,Cuntrasts - Igl rutsch,4,82,4
2020-11-13,Lewis; l île ivre de vent,4,82,4
2021-01-22,Les dessus du Gothard,4,82,4
2020-12-30,Cryothérapie et plongée en eau froide,4,82,4
2021-03-03,Das Geheimnis im Bodensee,4,82,4
2021-01-21,Geneve; paradis des dictateurs,4,82,4
2021-01-31,Hombi; la tête dans les nuages,4,82,4
2020-12-13,Hombi; la tête dans les nuages,4,82,4
2021-02-02,Ma liberté en cabane,4,82,4
2021-03-22,Einstein und das Geheimnis des Cheops,4,81,4
2021-02-07,De l ombre à la lumière; le grand coming out des homosexuels,4,81,4
2021-03-01,Quel piccolo mondo antico,4,81,4
2021-03-17,Bis dass der Tod euch scheidet,4,81,4
2021-03-07,Cuntrasts - Il misteri da Bargun - cronica d in mazzament da chatscha (2/2),4,81,4
2020-12-14,Yoga - I segreti di un successo,4,81,4
2020-12-04,La vallée des enchantés,4,81,4
2021-02-13,Dimitri,4,81,4
2021-03-03,Lewa Savanne,4,81,4
2021-02-28,Sitting next to Zoe,4,81,4
2020-11-23,Adesso basta... cambio vita!,4,81,4
2020-12-03,Lewis; l île ivre de vent,4,81,4
2020-11-19,E-Scooter-Boom: Hype oder mobile Revolution?,4,81,4
2020-12-09,Fragments du paradis,4,81,4
2021-02-24,Boys Are Us,4,81,4
2021-02-23,Bettys Mission,4,81,4
2021-01-29,Die Spur der Schlange - Auf der Suche nach den Nazi-Milliarden,4,81,4
2021-01-24,Madame,4,81,4
2020-12-14,San Gottardo,4,81,4
2021-02-12,Tutti giù,4,81,4
2021-03-20,Love me tender,4,81,4
2020-12-08,Fauves,4,81,4
2021-02-10,«Einstein» im Reich der Orang-Utans,4,81,4
2021-01-17,San Gottardo,4,81,4
2021-02-03,Recherche villageois désespérément,4,81,4
2020-11-27,L eau; l encre et l origine,4,81,4
2021-02-24,Moon Race 2.0 – Das Rennen zum Mond damals und heute,4,81,4
2021-02-15,Kriminalfälle Sélection - Das Attentat von Zug,4,81,4
2021-03-08,Il mio nome è John Titor e vengo dal 2036,4,81,4
2020-12-06,Petits machos,4,81,4
2020-12-20,Delamuraz,4,81,4
2020-12-08,Mon royaume pour une chèvre,4,81,4
2020-12-15,A l école des vaches,4,81,4
2020-12-28,Une vie de jeune en psychiatrie,4,80,4
2020-12-15,Generation «Selfie»,4,80,4
2021-02-07,Talenta – Schule für Hochbegabte,4,80,4
2021-01-08,Les dames,4,80,4
2021-02-23,Bärenstark – Lunas Weg in die Freiheit,4,80,4
2021-03-18,Cliqme – Der Berner Star in Kosovo,4,80,4
2021-03-15,Die Affäre Meili,4,80,4
2020-11-21,Lettres de la Brévine,4,80,4
2021-02-22,Geneve; paradis des dictateurs,4,80,4
2021-01-09,Le dame della Belle Époque,4,80,4
2021-03-18,Tatort - Kriegssplitter,4,80,4
2020-12-12,Cuntrasts - Nos Alberto,4,80,4
2020-12-04,Zum Beispiel Suberg,4,80,4
2020-11-14,Ma quando arriva la mamma?,4,80,4
2020-12-17,François Junod; féérie mécanique,4,80,4
2021-03-06,De bois et d acier,4,80,4
2021-02-15,Le dame della Belle Époque,4,80,4
2020-12-29,Reporter Crime - Ein Mord; zwei Witwen,4,80,4
2021-02-01,Space Tourists,4,80,4
2021-02-24,Cuntrasts - Fermada sin giavisch - quatter buffets da staziun e lur umans,4,80,4
2021-02-05,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,4,80,4
2021-03-05,La tête dans les nuages,4,80,4
2021-02-17,Respirez l odeur du ciel,4,80,4
2021-01-15,Moon Race 2.0 – Das Rennen zum Mond damals und heute,4,80,4
2021-02-09,Offenes Buch,4,80,4
2021-02-11,Le poison : le crime de Maracon,4,80,4
2021-03-01,Comment j ai survécu à la montagne,4,80,4
2021-01-15,Wenn Wunderkinder erwachsen werden,4,80,4
2021-02-15,Späte Liebe,4,80,4
2021-03-11,Einstein und das Geheimnis des Cheops,4,80,4
2021-02-21,Amen Saleikum – Fröhliche Weihnachten,4,80,4
2021-01-09,Larguez les amarres!,4,80,4
2021-02-21,NETZ NATUR - Wahrheiten über Märchentiere,4,80,4
2021-02-06,Presi per la gola,4,79,4
2021-01-28,Fitness; quand le muscle rend fou,4,79,4
2021-03-04,50-Jahr-Jubiläum Schweizer Fernsehen,4,79,4
2020-12-09,Grauzone,4,79,4
2021-03-16,La nature en culotte courte,4,79,4
2021-01-10,Beethoven - Concerto pour piano no 1,4,79,4
2020-12-17,Concerti in auditorio - Maurice Steger,4,79,4
2021-01-19,Der Mond und wir,4,79,4
2020-12-14,Erythrée; enquête au pays des travaux forcés,4,79,4
2021-03-20,G4: una cresta tra passato e guerra,4,79,4
2021-01-19,Ondes de choc - Sirius,4,79,4
2020-12-31,Une aquarelle par jour,4,79,4
2021-01-17,Album de famille,4,79,4
2021-01-23,Cuntrasts - Fermada sin giavisch - quatter buffets da staziun e lur umans,4,79,4
2021-03-10,Upload,4,79,4
2020-11-12,Almost there,4,79,4
2021-01-06,La folle échappée,4,79,4
2021-01-26,Au son du chaudron,4,79,4
2021-01-30,I nodi di Arnoldo,4,79,4
2020-11-30,La Suisse; les opioïdes et le piège américain,4,79,4
2021-03-16,NETZ NATUR - Der Sinn des Lebens,4,79,4
2021-03-14,Cuntrasts - Fenga - sur il flum (1/2),4,79,4
2020-12-01,7000 bornes; une frontière,4,79,4
2021-03-05,Blenio; Utah,4,79,4
2021-02-16,CROM,4,79,4
2020-11-16,Cuntrasts - Cun trax e dinamit - las lavurs al tunnel da l Alvra,4,79,4
2021-01-10,Mon alpage pour un fromage,4,79,4
2020-12-04,Ceux qui travaillent,4,79,4
2020-12-28,Cuntrasts - Cun trax e dinamit - las lavurs al tunnel da l Alvra,4,79,4
2021-02-26,La mia Albigna,4,79,4
2021-03-01,1968 - Frauen verändern die Gesellschaft,4,79,4
2021-02-17,Netz Natur - Was uns Elefanten sagen,4,79,4
2020-11-29,Quel piccolo mondo antico,4,79,4
2021-03-17,Drama am Gauligletscher,4,79,4
2020-12-10,Secrets de tavillonneurs,4,79,4
2020-11-18,Le Boeuf,4,79,4
2021-03-25,Yukon; la quête sauvage,4,78,4
2021-01-23,Au son du chaudron,4,78,4
2020-12-26,In cammino sulla Via Idra,4,78,4
2021-03-11,Rüstic,4,78,4
2021-01-15,Schwere Last auf schmalen Schultern,4,78,4
2021-01-31,Weniger ist mehr,4,78,4
2021-01-25,Der Mond und wir,4,78,4
2021-01-14,Voyage au pays des guérisseurs romands,4,78,4
2021-01-02,Beethoven - Sinfonia n. 6,4,78,4
2021-01-07,De bois et d acier,4,78,4
2020-12-09,Generalstreik 1918,4,78,4
2020-11-25,Cuntrasts - Esser da chasa - quatter dunnas da Sent,4,78,4
2021-03-14,Dominique,4,78,4
2020-11-22,Une aquarelle par jour,4,78,4
2021-01-03,Jihad inside,4,78,4
2020-11-18,Appenzell; les esprits du Nouvel an,4,78,4
2021-01-16,CROM (Centre de recyclage des ordures ménagères),4,78,4
2021-03-08,Les nouveaux vétérinaires,4,78,4
2021-01-12,Ladro e gentiluomo,4,78,4
2020-12-20,Cuntrasts - La plevonessa illegala,4,78,4
2021-03-25,Surdoués; Haut Potentiel de souffrance ?,4,78,4
2020-12-23,Schweizer Erfolgsgeschichten,4,78,4
2021-02-17,Cuntrasts - Esser da chasa - quatter dunnas da Sent,4,78,4
2021-03-08,Au fil des toblerones,4,78,4
2021-02-26,La Valle del Trient,4,78,4
2021-03-20,Sur tous les fronts avec le CICR,4,78,4
2021-01-28,Geneve; paradis des dictateurs,4,78,4
2021-01-02,Menschen im Winter,4,78,4
2021-01-18,War Photographer,4,78,4
2021-02-25,Ernährungswahn,4,78,4
2020-11-14,Bonhomme de chemin,4,78,4
2021-01-23,Le goût de l’interdit,4,78,4
2021-01-28,The silk runners,4,78,4
2021-02-24,Zabardast: journal intime en haute altitude,4,78,4
2021-02-22,Cronofobia,4,78,4
2020-12-16,Digiunare è meglio,4,78,4
2021-01-22,Apollo 13 - In furgoncino dal Papio al Sahara,4,78,4
2021-03-14,Reporter Crime - Ein Mord; zwei Witwen,4,78,4
2021-03-12,Arnacoeurs; les escrocs de l’amour en ligne,4,78,4
2021-02-09,Ti tradisco,4,77,4
2021-03-02,Ma liberté en cabane,4,77,4
2020-12-03,Concerti in auditorio - Maurice Steger,4,77,4
2021-02-03,Le poison : le crime de Maracon,4,77,4
2020-11-12,Klimastreik - Wenn die Jungen aufbegehren,4,77,4
2021-03-07,Alles fuhr Ski,4,77,4
2021-03-10,Die Wahrheit hinter der Bewegung – warum Sport so wichtig ist,4,77,4
2021-03-07,Das Fräulein,4,77,4
2021-02-13,G4: una cresta tra passato e guerra,4,77,4
2021-01-04,Yoga - I segreti di un successo,4,77,4
2020-12-24,Kriminalfälle - Schweizer Verbrechen im Visier - Der Todespfleger aus der Innerschweiz,4,77,4
2021-02-05,Follie,4,77,4
2021-01-02,Cuntrasts - A la sumbriva dal Tambora,4,77,4
2021-02-03,Grauzone,4,77,4
2021-02-14,Cuntrasts - Il luf è qua,4,77,4
2020-11-18,Cuntrasts - Hampi Cadonau – Il punk pur,4,77,4
2021-03-14,Ours; simplement sauvage,4,77,4
2020-12-12,Das Virus und wir,4,77,4
2021-01-18,Le poison : le crime de Maracon,4,77,4
2020-12-27,Au son du chaudron,4,77,4
2020-11-29,DOK: Schweizer Erfolgsgeschichten,4,77,4
2020-12-26,Cuntrasts - La plevonessa illegala,4,77,4
2021-01-19,Wenn Wunderkinder erwachsen werden,4,77,4
2021-02-17,Le tour du Cervin,4,77,4
2021-02-11,Schweiz von oben - Bückerflug,4,77,4
2021-01-10,Flepp e Jusht,4,77,4
2020-12-26,La Svizzera sull acqua,4,77,4
2020-12-23,Einstein - Populismus verstehen,4,77,4
2021-03-06,L’appel aux arbres,4,77,4
2021-02-15,Stress – wie schädlich er tatsächlich ist,4,77,4
2020-12-01,Rider Jack,4,77,4
2021-03-11,SOS Baviera,4,77,4
2020-11-23,War der erste Mensch ein Europäer?,4,77,4
2020-12-19,L incredibile giro del mondo del Facchinetti di Curio,4,77,4
2021-03-15,Meine fremde Heimat,4,77,4
2021-02-06,Cuntrasts - Cun palutta e furtga - Il project Rebecca Clipath,4,77,4
2020-11-23,San Gottardo,4,77,4
2021-01-07,Dune jungle à lautre,4,77,4
2021-02-21,Beethoven - Concerto per pianoforte n. 3,4,77,4
2020-11-27,Vater finden – Folgen einer Verheimlichung,4,77,4
2021-02-01,Larguez les amarres!,4,77,4
2021-01-23,Cinquanta passi,4,77,4
2020-12-19,Mon royaume pour une chèvre,4,77,4
2020-12-15,Concerti in auditorio - Maurice Steger,4,77,4
2021-02-19,La magie des calanques,4,76,4
2021-02-28,Giovanni Segantini - Magie des Lichts,4,76,4
2021-01-03,Le mystère des enfants nés sans main ou bras,4,76,4
2021-03-16,Die Pest und andere vergessene Krankheiten,4,76,4
2020-12-23,Romolo Nottaris,4,76,4
2021-01-04,Cuntrasts - Il Grischun sutmarin,4,76,4
2020-12-01,Une vallée secrète,4,76,4
2021-01-11,Mon royaume pour une chèvre,4,76,4
2021-01-23,Füür: Episode II – Tableaux Vivants,4,76,4
2021-01-12,Cuntrasts - A la sumbriva dal Tambora,4,76,4
2021-02-12,Cuntrasts - La princessa da Samedan,4,76,4
2021-02-14,Figli? No; grazie,4,76,4
2020-11-29,L Emmental; ma vallée,4,76,4
2020-12-20,Concerti in auditorio - Maurice Steger,4,76,4
2021-03-11,Die Bestatterinnen,4,76,4
2020-12-13,Cuntrasts - Cun trax e dinamit - las lavurs al tunnel da l Alvra,4,76,4
2020-11-29,Cuntrasts - La princessa da Samedan,4,76,4
2021-01-20,Arktos : Le Voyage Intérieur de Mike Horn,4,76,4
2021-01-03,Delamuraz,4,76,4
2020-12-22,Les dessus du Gothard,4,76,4
2021-03-07,Ceux qui travaillent,4,76,4
2021-01-30,Die Wahrheit hinter der Bewegung – warum Sport so wichtig ist,4,76,4
2021-02-27,Thorberg,4,76,4
2020-12-20,Mon alpage pour un fromage,4,76,4
2021-01-29,Il mangiatore di pietre,4,76,4
2020-11-10,Matchmaker,4,76,4
2021-03-05,Pause,4,76,4
2021-03-04,Crans-Montana 1987; l’épopée des héros,4,76,4
2021-02-13,Abenteuer New York,4,76,4
2021-01-10,The silk runners,4,76,4
2020-12-01,Altitudes,4,76,4
2021-02-17,«Einstein» bei den Robotern,4,76,4
2020-12-14,8x15. aus dem Fri-Son Fribourg 2019,4,76,4
2020-12-20,Cuntrasts - Dar colur - mussar colur,4,76,4
2020-11-18,Projekt Icarus – Tiere warnen vor Katastrophen,4,76,4
2020-12-29,Médecine légale : ces morts violentes,4,76,4
2021-01-30,Les voyages extraordinaires d Ella Maillart,4,76,4
2020-11-15,Gens d hiver,4,76,4
2020-12-27,Brainstorm,4,76,4
2020-12-31,«Wie oberflächlich!» – von der Inszenierung unserer Erscheinung,4,76,4
2020-11-30,Romolo Nottaris,4,76,4
2021-01-21,Non ho l età,4,76,4
2020-12-01,Vieillir musclé,4,76,4
2021-03-21,Giovanni Segantini - Magie des Lichts,4,75,4
2020-11-15,8x15 - Schützi Olten 2016,4,75,4
2021-01-21,SRF bi de Lüt - Reise mitohne Hindernis,4,75,4
2021-01-19,Gastgeber wider Willen,4,75,4
2021-01-28,Countrasts 4x4,4,75,4
2021-02-12,Kriminalfälle Sélection- Der Elternmord von Wohlen,4,75,4
2020-11-24,Les années de Pèlerinage (Suisse),4,75,4
2021-01-25,Violence conjugale; le cercle infernal,4,75,4
2020-12-16,La Via Idra,4,75,4
2021-03-08,DivertiMento bei den Schotten,4,75,4
2021-02-10,Vecchi pazzi,4,75,4
2021-03-01,Arktos : Le Voyage Intérieur de Mike Horn,4,75,4
2021-02-08,L Amérique à vélo,4,75,4
2021-01-25,Kriminalfälle Sélection - Das Attentat von Zug,4,75,4
2021-02-16,Charles mort ou vif,4,75,4
2021-01-25,Pestizidkrise – Hightech statt Gift,4,75,4
2020-11-30,Ouessant; la respiration du vent,4,75,4
2021-03-08,L Emmental; ma vallée,4,75,4
2021-01-11,Wenn Wunderkinder erwachsen werden,4,75,4
2021-03-14,Rüstic,4,75,4
2021-03-02,J.S. Bach: Passione secondo Matteo - Prima parte,4,75,4
2021-02-09,I frontalieri della spesa,4,75,4
2021-01-06,Katzen und ihre Menschen,4,75,4
2020-12-29,Album de famille,4,75,4
2020-12-27,Einstein - Populismus verstehen,4,75,4
2021-01-03,Der Mond und wir,4,75,4
2021-01-14,Kriminalfälle Sélection - Das Attentat von Zug,4,75,4
2020-12-24,Wachtmeister Studer,4,75,4
2021-01-13,Amour; sexe et EMS,4,75,4
2021-02-25,Mon alpage pour un fromage,4,75,4
2021-03-23,Atterrissage forcé,4,75,4
2021-01-25,Gilberte de Courgenay,4,75,4
2020-11-16,Talenta – Schule für Hochbegabte,4,75,4
2021-02-07,Violence conjugale; le cercle infernal,4,75,4
2021-01-09,Cuntrasts - Shaolin a Tschlin,4,75,4
2021-01-28,Cuntrasts - Igl rutsch,4,75,4
2020-11-06,J.S. Bach: Passione secondo Matteo - Prima parte,4,75,4
2020-11-17,Frauen kämpfen für ihr Recht,4,75,4
2021-01-19,Gutachter des Bösen – Die Ära Frank Urbaniok,4,75,4
2021-02-21,Shelter,4,74,4
2021-03-21,La belle et ses bêtes,4,74,4
2020-12-29,Hombi; la tête dans les nuages,4,74,4
2021-01-20,Il viaggio indesiderato,4,74,4
2021-03-04,Boys Are Us,4,74,4
2021-02-15,Sur la piste des damnés de Daesh,4,74,4
2021-01-18,La Valle del Trient,4,74,4
2021-02-09,Cuntrasts - Lisa prenda la storta,4,74,4
2021-01-08,NETZ NATUR - Magische Momente Teil 1,4,74,4
2020-11-24,Einstein - Populismus verstehen,4,74,4
2020-11-25,Hombi; la tête dans les nuages,4,74,4
2021-03-06,Matchmaker,4,74,4
2021-03-04,Kalter Krieg bei TSR,4,74,4
2020-11-16,Nel nome della fertilità,4,74,4
2021-02-12,Gemüse im Blut,4,74,4
2020-12-05,DOK- Syrien – Sieg ohne Frieden,4,74,4
2021-03-12,«Wie oberflächlich!» – von der Inszenierung unserer Erscheinung,4,74,4
2021-03-05,Die Gefängnisdirektorin,4,74,4
2021-01-18,Kleine Lügen,4,74,4
2020-12-21,Le train le plus difficile du monde,4,74,4
2020-12-12,Comment j ai survécu au lac,4,74,4
2021-03-17,Blockchain verstehen: die digitale Zukunft wird dezentral,4,74,4
2020-12-02,Talenta – Schule für Hochbegabte,4,74,4
2020-12-15,La mia Albigna,4,74,4
2021-02-19,Innocenza,4,74,4
2021-02-22,Tauwetter und Tiefschnee am Wiriehorn,4,74,4
2021-03-17,La lumière de l espoir,4,74,4
2021-01-19,Messies - Ein schönes Chaos,4,74,4
2020-12-14,Vincent Munier; Éternel Émerveillé,4,74,4
2021-02-16,Vecchi pazzi,4,74,4
2021-01-25,Cuntrasts - La matta cun il schluppet - In purtret da Selina Gasparin,4,74,4
2021-01-06,Bébés secoués : un drame sans fin,4,74,4
2020-12-12,Ouessant; la respiration du vent,4,74,4
2021-03-13,CROM,4,73,4
2021-03-17,Die Bestatterinnen,4,73,4
2020-12-26,Fitness; quand le muscle rend fou,4,73,4
2020-11-19,Das Geheimnis im Bodensee,4,73,4
2020-11-18,Comment la Mafia truque le foot,4,73,4
2021-03-15,DivertiMento bei den Schotten,4,73,4
2021-01-31,1968 - Frauen verändern die Gesellschaft,4,73,4
2020-12-23,Le poison : le crime de Maracon,4,73,4
2021-03-20,Lockere Fäuste,4,73,4
2021-01-17,Lettres de la Brévine,4,73,4
2020-12-21,Il mio nome è John Titor e vengo dal 2036,4,73,4
2021-01-26,Blenio; Utah,4,73,4
